datetime,close,signal,position,equity
2026-04-16 05:35:00,75111.17,1,0,10137.266939125984
2026-04-16 05:40:00,75055.51,1,0,10137.266939125984
2026-04-16 05:45:00,75040.51,1,0,10137.266939125984
2026-04-16 05:50:00,75054.81,1,0,10137.266939125984
2026-04-16 05:55:00,75043.48,1,0,10137.266939125984
2026-04-16 06:00:00,75020.5,1,0,10137.266939125984
2026-04-16 06:05:00,75081.49,1,0,10137.266939125984
2026-04-16 06:10:00,75009.79,1,0,10137.266939125984
2026-04-16 06:15:00,75082.51,1,0,10137.266939125984
2026-04-16 06:20:00,75043.89,1,0,10137.266939125984
2026-04-16 06:25:00,75020.18,1,0,10137.266939125984
2026-04-16 06:30:00,74992.59,1,0,10137.266939125984
2026-04-16 06:35:00,75006.09,1,0,10137.266939125984
2026-04-16 06:40:00,74940.92,1,0,10137.266939125984
2026-04-16 06:45:00,75000.0,1,0,10137.266939125984
2026-04-16 06:50:00,74982.0,1,0,10137.266939125984
2026-04-16 06:55:00,75045.01,1,0,10137.266939125984
2026-04-16 07:00:00,75062.52,1,0,10137.266939125984
2026-04-16 07:05:00,74971.91,1,0,10137.266939125984
2026-04-16 07:10:00,74905.19,1,0,10137.266939125984
2026-04-16 07:15:00,74914.16,1,0,10137.266939125984
2026-04-16 07:20:00,74909.72,1,0,10137.266939125984
2026-04-16 07:25:00,74903.01,1,0,10137.266939125984
2026-04-16 07:30:00,74888.7,1,0,10137.266939125984
2026-04-16 07:35:00,74864.11,1,0,10137.266939125984
2026-04-16 07:40:00,74859.84,1,0,10137.266939125984
2026-04-16 07:45:00,74761.14,1,0,10137.266939125984
2026-04-16 07:50:00,74648.4,1,0,10137.266939125984
2026-04-16 07:55:00,74707.03,1,0,10137.266939125984
2026-04-16 08:00:00,74613.82,1,0,10137.266939125984
